Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Model_clean
Accident,19/07/1999,"GREEN BAY, WI",United States,Non-Fatal,Substantial,N92215,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Landing,Probable Cause,1999,cessna
Accident,05/01/2017,"San Pedro, CA",United States,Fatal,Substantial,N702JJ,ROBINSON HELICOPTER,robinson helicopter,No,Reciprocating,Reciprocating,Aerial Observation,2,0,0,0,vmc,Unknown,"The pilot's failure to use carburetor heat while operating in conditions conducive to carburetor icing, which resulted in a loss of engine power due to carburetor icing. Also causal was the pilot's failure to maintain rotor rpm following the loss of engine power.",2017,robinson helicopter
Accident,10/10/2009,"Franklin, CA",United States,Non-Fatal,Substantial,N649BV,Costruzioni Aeronautiche Tecna,costruzioni aeronautiche tecna,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Unknown,"A total loss of engine power due to fuel starvation, as a result of the certified flight instructor's improper fuel system management.",2009,costruzioni aeronautiche tecna
Accident,10/09/2016,"Bisbee, AZ",United States,Non-Fatal,Substantial,N6162Y,MCCLUSKEY,mccluskey,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,A total loss of engine power for reasons that could not be determined based on the available information. ,2016,mccluskey
Accident,06/12/1991,"BAKERSFIELD, CA",United States,Non-Fatal,Substantial,N2549K,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1991,cessna
Accident,18/09/2001,"Guatemala City, Guatemala",Guatemala,Fatal(8),Destroyed,Unknown,Let,let,No,Unknown,Unknown,Unknown,8,5,0,0,vmc,Unknown,Foreign,2001,let
Accident,01/09/1984,"LELAND, MS",United States,Non-Fatal,Substantial,N48428,Grumman,grumman,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Maneuvering,Probable Cause,1984,grumman
Accident,08/09/2018,"St. Augustine, FL",United States,Non-Fatal,Substantial,N6469P,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The partial loss of engine power due to a fractured exhaust valve, which resulted in a forced landing on unsuitable terrain and a subsequent rollover.",2018,cessna
Accident,07/11/2014,"Kabul, Afghanistan",Afghanistan,Unknown,Substantial,YA-PIE,BOEING,boeing,No,Unknown,Unknown,Unknown,0,0,0,0,UNK,Unknown,Unknown,2014,boeing
Accident,28/07/2009,"Ely, NV",United States,Non-Fatal,Substantial,N555Q,NORTH AMERICAN,north american,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Unknown,The pilot's failure to maintain directional control during the landing roll.,2009,north american
Accident,20/11/1982,"CLINTON, MD",United States,Non-Fatal,Destroyed,N5442L,Grumman,grumman,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1982,grumman
Accident,17/09/1986,"TILLAMOOK, OR",United States,Non-Fatal,Substantial,N3565L,Great Lakes,great lakes,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,1986,great lakes
Accident,16/03/2006,"LEESBURG, FL",United States,Non-Fatal,Substantial,N737TR,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,2006,cessna
Accident,29/09/2021,"Vilhena, Brazil",Brazil,Non-Fatal,Unknown,PT-LMU,BEECH,beech,No,Unknown,Unknown,Unknown,0,0,0,2,UNK,Unknown,Unknown,2021,beech
Accident,30/10/2016,"Jeffersonville, IN",United States,Non-Fatal,Substantial,N411HA,BEECH,beech,No,Turbo Prop,Turbo Prop,Personal,0,0,0,10,vmc,Unknown,"The pilots inadequate preflight planning, his decision to take off knowing the airplane was over its gross takeoff weight, and his failure to abort the takeoff after he realized that the airplane was not accelerating as expected, which resulted in a runway excursion. ",2016,beech
Accident,09/08/2012,"Poplar Grove, IL",United States,Non-Fatal,Substantial,N1328L,RISTINE,ristine,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,The failure of the lower right side longeron tail-spring support area during landing due to excessive corrosion.,2012,ristine
Accident,25/08/1992,"HOT SPRINGS, AR",United States,Fatal(3),Destroyed,N342AE,Fairchild,fairchild,No,Turbo Prop,Turbo Prop,Unknown,3,0,0,0,vmc,Takeoff,Probable Cause,1992,fairchild
Accident,06/11/1999,"LA PUENTE, CA",United States,Non-Fatal,Destroyed,N911RN,Bell,bell,No,Turbo Shaft,Turbo Shaft,Public Aircraft,0,0,1,0,vmc,Cruise,Probable Cause,1999,bell
Accident,14/03/1986,"LAKE WALES, FL",United States,Non-Fatal,Substantial,N9790L,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,1,1,vmc,Landing,Probable Cause,1986,beech
Accident,22/09/1990,"KING SALMON, AK",United States,Non-Fatal,Substantial,N5322G,De Havilland,de havilland,No,Reciprocating,Reciprocating,Unknown,0,0,0,2,vmc,Takeoff,Probable Cause,1990,de havilland
Accident,06/10/1988,"SALINAS, CA",United States,Fatal(1),Destroyed,N1787R,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,1,0,0,0,imc,Go-around,Probable Cause,1988,cessna
Accident,13/03/2019,"St. Petersburg, FL",United States,Non-Fatal,Substantial,N15VK,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Unknown,"The pilot's failure to extend the landing gear, which resulted in a gear-up landing.",2019,beech
Accident,24/03/2002,"Englewood, CO",United States,Fatal(4),Destroyed,N341DM,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,4,0,0,0,imc,Approach,Probable Cause,2002,cessna
Accident,03/12/2003,"DENVER, CO",United States,Non-Fatal,Substantial,N340AE,Swearingen,swearingen,No,Turbo Prop,Turbo Prop,Unknown,0,0,0,2,vmc,Taxi,Probable Cause,2003,swearingen
Accident,23/10/2015,"Skwentna, AK",United States,Non-Fatal,Substantial,N3092F,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Unknown,"The pilot's failure to maintain pitch control during landing, which resulted in a porpoise and structural damage to the airplane.",2015,cessna
Accident,15/05/1996,"PROVO, UT",United States,Fatal(2),Destroyed,N600JR,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,2,0,0,0,vmc,Cruise,Probable Cause,1996,cessna
Accident,09/09/1994,"GULKANA, AK",United States,Non-Fatal,Substantial,N57698,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1994,piper
Accident,29/03/1996,"ELKIN, NC",United States,Non-Fatal,Substantial,N89297,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,1996,cessna
Accident,30/03/1986,"DEL RIO, TX",United States,Fatal(4),Destroyed,N8423E,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,4,0,0,0,vmc,Maneuvering,Probable Cause,1986,cessna
Accident,18/09/2005,"OLYMPIA, WA",United States,Non-Fatal,Substantial,N49189,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,2005,cessna
Accident,20/08/2005,"Palos Verdes, CA",United States,Non-Fatal,Destroyed,N294T,Piper,piper,No,Reciprocating,Reciprocating,Banner Tow,0,0,0,1,vmc,Maneuvering,Probable Cause,2005,piper
Accident,31/08/1990,"YOSEMITE, CA",United States,Non-Fatal,Substantial,N9937K,Bell,bell,No,Turbo Shaft,Turbo Shaft,Public Aircraft,0,0,7,1,vmc,Unknown,Factual,1990,bell
Accident,20/11/1990,"WINSTON-SALEM, NC",United States,Non-Fatal,Substantial,N8774N,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,2,0,vmc,Cruise,Probable Cause,1990,piper
Accident,06/09/2010,"Las Vegas, NV",United States,Fatal,Substantial,N36072,PIPER,piper,No,Reciprocating,Reciprocating,Personal,2,0,2,0,vmc,Unknown,The pilot's inability to maintain a positive rate of climb after takeoff for undetermined reasons.,2010,piper
Accident,18/05/1995,"HATTON, ND",United States,Non-Fatal,Substantial,N48532,Schweizer,schweizer,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Landing,Probable Cause,1995,schweizer
Accident,02/06/2011,"Lake Havasu, AZ",United States,Non-Fatal,Substantial,N712MK,PIPER,piper,No,Turbo Prop,Turbo Prop,Personal,0,0,0,2,vmc,Unknown,"The failure of the low pressure switch in the normal landing gear system, which prevented normal operation of that system, and the misrigging of the emergency extension gear release valve, which prevented the system from being depressurized to allow for the freefall of the gear.",2011,piper
Accident,23/10/1983,"TWENTYNINE PALM, CA",United States,Non-Fatal,Substantial,N52LL,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,0,0,0,1,vmc,Landing,Probable Cause,1983,cessna
Accident,08/06/1994,"FT. LAUDERDALE, FL",United States,Non-Fatal,Substantial,N6159Q,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,1994,cessna
Accident,23/02/2020,"Buenos Aires, OF",Argentina,Non-Fatal,Substantial,LV-GVG,BEECH,beech,No,Unknown,Unknown,Personal,0,0,0,6,vmc,Unknown,Unknown,2020,beech
Accident,30/08/1989,"GRAND CHENIER, LA",United States,Non-Fatal,Substantial,N4423Z,Piper,piper,No,Reciprocating,Reciprocating,Public Aircraft,0,0,2,0,vmc,Cruise,Probable Cause,1989,piper
Accident,09/06/1988,"FAIRMONT, MN",United States,Non-Fatal,Substantial,N5317K,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,1988,cessna
Accident,03/06/2015,"Sharpsville, IN",United States,Non-Fatal,Substantial,N51120,RANS,rans,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The pilot's failure to maintain directional control during takeoff, which resulted in a collision with a building.",2015,rans
Accident,27/11/2019,"North Las Vegas, NV",United States,Fatal,Destroyed,N7GA,CIRRUS,cirrus,No,Reciprocating,Reciprocating,Personal,3,0,0,0,vmc,Unknown,Unknown,2019,cirrus
Accident,08/09/2012,"Monroe, WA",United States,Non-Fatal,Substantial,N3702F,GREAT LAKES,great lakes,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Unknown,A loss of engine power during cruise flight for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation. ,2012,great lakes
Accident,20/10/2017,"Farmville, VA",United States,Non-Fatal,Substantial,N27KJ,STAUDACHER JON,staudacher jon,Yes,Reciprocating,Reciprocating,Personal,0,1,1,0,vmc,Unknown,"The pilots failure to see and avoid the other airplane landing in the opposite direction on the runway. Contributing to the accident was the pilots failure to use the correct runway call sign in his radio communications.  
",2017,staudacher jon
Accident,22/02/2005,"SPANISH FORK, UT",United States,Non-Fatal,Substantial,N780SH,Robinson Helicopter Company,robinson helicopter company,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Landing,Probable Cause,2005,robinson helicopter company
Accident,05/09/2010,"Moriarty, NM",United States,Non-Fatal,Substantial,N4664,SCHEMPP-HIRTH,schempp-hirth,No,Unknown,Unknown,Personal,0,1,0,0,vmc,Unknown,The inadvertent opening of the cockpit canopy for undetermined reasons.,2010,schempp-hirth
Accident,04/09/1990,"DUMAS, AR",United States,Non-Fatal,Substantial,N48602,Grumman,grumman,No,Reciprocating,Reciprocating,Aerial Application,0,0,1,0,vmc,Maneuvering,Probable Cause,1990,grumman
Accident,31/03/1997,"BUNNELL, FL",United States,Non-Fatal,Substantial,N52958,Charles J. Keuthan,charles j. keuthan,Yes,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Takeoff,Probable Cause,1997,charles j. keuthan
Accident,19/12/1992,"WEEDSPORT, NY",United States,Non-Fatal,Substantial,N6524G,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Landing,Probable Cause,1992,cessna
Accident,01/10/1992,"MARTINIQUE, FRANCE",France,Non-Fatal,Substantial,N726DH,Boeing,boeing,No,Turbo Fan,Turbo Fan,Unknown,0,0,0,5,vmc,Unknown,Foreign,1992,boeing
Accident,23/10/2002,"Spanish Fort, AL",United States,Fatal(1),Destroyed,N76U,Cessna,cessna,No,Turbo Prop,Turbo Prop,Unknown,1,0,0,0,imc,Cruise,Probable Cause,2002,cessna
Accident,25/06/2007,"Treviso, Italy",Italy,Non-Fatal,Minor,Unknown,Boeing,boeing,No,Unknown,Unknown,Unknown,0,0,0,181,UNK,Unknown,Foreign,2007,boeing
Accident,30/08/1996,"JENNINGS, LA",United States,Fatal(2),Destroyed,N14196,Piper,piper,No,Reciprocating,Reciprocating,Public Aircraft,2,0,0,0,vmc,Maneuvering,Probable Cause,1996,piper
Accident,22/08/1992,"NEWBURYPORT, MA",United States,Non-Fatal,Substantial,N3985W,Piper,piper,No,Reciprocating,Reciprocating,Ferry,0,0,1,0,vmc,Cruise,Probable Cause,1992,piper
Accident,20/06/1989,"BOULDER, CO",United States,Non-Fatal,Substantial,N80893,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Landing,Probable Cause,1989,cessna
Accident,30/06/1985,"SAVANNAH, GA",United States,Non-Fatal,Substantial,N2781F,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Takeoff,Probable Cause,1985,beech
Accident,11/04/1993,"FORREST CITY, AR",United States,Non-Fatal,Substantial,N7661,Grumman,grumman,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1993,grumman
Accident,30/01/2008,"Brawley, CA",United States,Non-Fatal,Substantial,N902SF,Bell,bell,No,Turbo Shaft,Turbo Shaft,Aerial Application,0,0,0,1,vmc,Unknown,The pilot's failure to maintain clearance from obstacles.  A factor in the accident was the dark night conditions.,2008,bell
Accident,07/04/2002,"HASTINGS, MN",United States,Non-Fatal,Substantial,N9184F,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Cruise,Probable Cause,2002,piper
Incident,01/05/2006,"Toronto, Canada",Canada,Incident,Minor,N372PC,Airbus,airbus,No,Unknown,Unknown,Unknown,0,0,0,2,vmc,Unknown,Foreign,2006,airbus
Accident,03/09/1994,"JACKPOT, NV",United States,Fatal(1),Destroyed,N21704,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,1,2,0,0,vmc,Climb,Probable Cause,1994,cessna
Accident,29/10/1988,"MARANA, CA",United States,Fatal(1),Substantial,N90848,Let,let,No,Unknown,Unknown,Unknown,1,1,0,0,vmc,Maneuvering,Probable Cause,1988,let
Accident,01/03/2011,"Tooele, UT",United States,Non-Fatal,Substantial,N206BY,BELL,bell,No,Turbo Shaft,Turbo Shaft,Other Work Use,0,0,0,2,vmc,Unknown,The pilot did not maintain yaw control of the helicopter during a maneuvering hover. Contributing to the accident was the pilots lack of experience in the make and model helicopter.,2011,bell
Accident,10/10/1995,"BAYFIELD, CO",United States,Fatal(3),Destroyed,N4834V,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,3,0,0,0,vmc,Maneuvering,Probable Cause,1995,cessna
Accident,14/06/2022,"Beaumont, TX",United States,Non-Fatal,Substantial,N42590,AIR TRACTOR INC,air tractor inc,No,Turbo Prop,Turbo Prop,Unknown,0,0,0,1,vmc,Unknown,The pilots failure to maintain clearance from a power line pole while preparing for a low-level aerial application pass. ,2022,air tractor inc
Accident,07/06/1995,"GAINESVILLE, FL",United States,Fatal(6),Destroyed,N41481,Piper,piper,No,Reciprocating,Reciprocating,Personal,6,0,0,0,imc,Approach,Probable Cause,1995,piper
Accident,17/09/2004,"MOUNTAIN HOME, TX",United States,Non-Fatal,Substantial,N11418,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Cruise,Probable Cause,2004,cessna
Incident,25/02/2013,"Brisbane, Australia",Australia,Unknown,Unknown,VH-VYE,Boeing,boeing,No,Unknown,Unknown,Unknown,0,0,0,0,UNK,Unknown,Unknown,2013,boeing
Accident,28/07/2001,"De Queen, AR",United States,Fatal(4),Destroyed,N8324Z,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,4,0,0,0,vmc,Descent,Probable Cause,2001,cessna
Accident,09/10/1994,"ST. GEORGE, UT",United States,Non-Fatal,Substantial,N7327K,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,4,0,vmc,Approach,Probable Cause,1994,cessna
Accident,28/05/1988,"BASTROP, LA",United States,Non-Fatal,Substantial,N6676K,Grumman,grumman,No,Turbo Prop,Turbo Prop,Aerial Application,0,0,0,2,vmc,Maneuvering,Probable Cause,1988,grumman
Accident,06/06/2003,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,N343WB,De Havilland,de havilland,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Approach,Probable Cause,2003,de havilland
Accident,27/07/2000,"HELENA, MT",United States,Non-Fatal,Substantial,N1415B,Root,root,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,2000,root
Accident,25/09/2004,"HANOVER, IN",United States,Non-Fatal,Substantial,N8005X,Ernst,ernst,Yes,Reciprocating,Reciprocating,Personal,0,2,0,0,vmc,Maneuvering,Probable Cause,2004,ernst
Accident,11/08/1997,"TALLAHASSEE, FL",United States,Fatal(2),Destroyed,N3455X,Mooney,mooney,No,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Cruise,Probable Cause,1997,mooney
Accident,28/06/2008,"Baldwin City, KS",United States,Non-Fatal,Substantial,N3337T,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,The pilot's loss of directional control resulting from a hard landing and failure to recover from a bounced landing.  Contributing to the accident was the crosswind.,2008,cessna
Accident,29/08/2004,"OCEAN CITY, NJ",United States,Non-Fatal,Substantial,N7573P,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Takeoff,Probable Cause,2004,piper
Accident,03/10/2014,"Council, ID",United States,Fatal,Destroyed,N51TG,GASTON THOMAS D,gaston thomas d,Yes,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Unknown,The pilot's failure to maintain control while maneuvering for landing following a loss of oil pressure. Contributing to the accident was foreign material contamination of the oil system due to improper maintenance.,2014,gaston thomas d
Accident,08/07/1991,"MYRTLE BEACH, SC",United States,Non-Fatal,Substantial,N4401M,Piper,piper,No,Reciprocating,Reciprocating,Other Work Use,0,0,0,1,vmc,Cruise,Probable Cause,1991,piper
Accident,20/08/2001,"SUGARLAND, TX",United States,Non-Fatal,Substantial,N133DA,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,2,0,0,vmc,Approach,Probable Cause,2001,beech
Accident,28/09/2019,"Modesto, CA",United States,Non-Fatal,Destroyed,N8353T,Piper,piper,No,Unknown,Unknown,Personal,0,0,0,1,UNK,Unknown,Unknown,2019,piper
Incident,24/09/1984,"LAFAYETTE, IN",United States,Incident,Minor,N305MM,Beech,beech,No,Reciprocating,Reciprocating,Business,0,0,0,4,imc,Descent,Probable Cause,1984,beech
Accident,23/07/1999,"VIDALIA, GA",United States,Non-Fatal,Substantial,N2381Z,Beech,beech,No,Reciprocating,Reciprocating,Ferry,0,0,0,1,vmc,Takeoff,Probable Cause,1999,beech
Accident,11/01/1985,"NOME, AK",United States,Non-Fatal,Substantial,N7396U,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,0,0,0,2,imc,Approach,Probable Cause,1985,cessna
Accident,24/04/2005,"LANCASTER, KS",United States,Non-Fatal,Substantial,N37395,Interstate,interstate,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,2005,interstate
Accident,26/08/2014,"Houston, TX",United States,Non-Fatal,Substantial,N8176M,BEECH,beech,No,Reciprocating,Reciprocating,Personal,0,4,0,0,vmc,Unknown,"The pilots failure to maintain airplane control during takeoff. Contributing to the severity of the accident was the pilots retraction of the landing gear before establishing a positive climb rate, which resulted in a gear-up landing.",2014,beech
Accident,30/03/1982,"MONTROSE, CO",United States,Non-Fatal,Destroyed,N2809K,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,1,0,imc,Cruise,Probable Cause,1982,cessna
Accident,29/10/1991,"ROLLA, MO",United States,Non-Fatal,Substantial,N2412Q,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,imc,Cruise,Probable Cause,1991,cessna
